FID,Shape *,FID_1,AREA,PERIMETER,GEO,SYMBOL,STRATIGRAP,STRAT_SYM,GENESE,GEN_SYM,PETROGRAPH,PET_SYM,BEMERKUNGE,SHAPE_Leng,SHAPE_Area,Strat,Strat2,hlnug
274,Polygon,10786,12644261.33,15996.88213,615,su,"Trias, Unterer Buntsandstein",su,limnisch - fluviatile bis brackische Ablagerungen, ,"feinkîrniger Sandstein, Tonstein, Konglomerat","^s(kgf),^t,^c", ,25501.7655,32133908.57,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
275,Polygon,10787,24163798.28,45593.71092,615,su,"Trias, Unterer Buntsandstein",su,limnisch - fluviatile bis brackische Ablagerungen, ,"feinkîrniger Sandstein, Tonstein, Konglomerat","^s(kgf),^t,^c", ,72668.10271,61347163.21,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
276,Polygon,10791,5521159.542,11103.49799,94,//Lo,Weichsel-(WÅrm-)Kaltzeit,"qw,qW","Lî· (Ñolisch), Lî·lehm","Lo(a),Lol","Schluff; feinsandig, tonig, z.T. nach unten zunehmend kalkhaltig","U;fS,t,unz(k)","Lî·, Lî·lehm u.a. Lî·derivate, oft Åber Ñlteren Lîssen",17700.68211,14034887.99,Pleistocene,Pleistocene,Pleistocene
277,Polygon,10801,26749157.99,27016.46346,444,qp//f,"PleistozÑn, ungegliedert",qp,fluviatil,f,"Sand, Kies","S,G", ,43034.8457,67974496.32,Pleistocene,Pleistocene,Pleistocene
278,Polygon,10807,1826956.152,6377.386027,615,su,"Trias, Unterer Buntsandstein",su,limnisch - fluviatile bis brackische Ablagerungen, ,"feinkîrniger Sandstein, Tonstein, Konglomerat","^s(kgf),^t,^c", ,10164.22557,4644919.931,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
279,Polygon,10811,6576920.924,11942.70634,654,z,"Perm, Zechstein",z,marine Ablagerung,m,"Kalkstein, Dolomitstein, Tonstein","^k,^d,^t",Karbonatisch-tonige Randfazies,19036.32172,16712621.12,"Permian, Upper (Zechstein)","Permian, Upper (Zechstein)","Permian, Upper (Zechstein)"
280,Polygon,10814,804640.2791,4115.870835,609,so,"Trias, Oberer Buntsandstein, Roet",so,marine Ablagerungen,m,"roter Tonstein, mergelig, mit Salinarfolge: Steinsalz, Anhydrit; Mergel, Quarzit, Plattensandstein","^t(ro,m),mmSF(^na,^ah),^m,^q,^s(pg)", ,6568.000384,2045423.596,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
281,Polygon,10829,3618460.105,9699.566589,670,cd,"Karbon, Unterkarbon",cd,marin,m,"Grauwacke, Tonschiefer, Plattenkalk, Kieselkalk, Kieselschiefer, Alaunschiefer","^g,^tsf,^kpl,^ik,^ti,^tal",Kulmfazies,15459.45628,9194102.953,"Carboniferous, Lower",Carboniferous,Carboniferous
282,Polygon,10835,1195191.107,4587.286203,615,su,"Trias, Unterer Buntsandstein",su,limnisch - fluviatile bis brackische Ablagerungen, ,"feinkîrniger Sandstein, Tonstein, Konglomerat","^s(kgf),^t,^c", ,7309.229794,3037860.617,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
283,Polygon,10836,1844786.094,5671.155076,653,z,"Perm, Zechstein",z,marine Ablagerungen,m,"Konglomerat, Kalkstein, Dolomitstein, Sandstein","^c,^k,^d,^s",Klastische Randfazies,9036.400356,4686514.452,"Permian, Upper (Zechstein)","Permian, Upper (Zechstein)","Permian, Upper (Zechstein)"
284,Polygon,10842,1440841.928,6973.209537,609,so,"Trias, Oberer Buntsandstein, Roet",so,marine Ablagerungen,m,"roter Tonstein, mergelig, mit Salinarfolge: Steinsalz, Anhydrit; Mergel, Quarzit, Plattensandstein","^t(ro,m),mmSF(^na,^ah),^m,^q,^s(pg)", ,11113.80337,3660647.638,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
285,Polygon,10845,1037533.763,3783.100444,653,z,"Perm, Zechstein",z,marine Ablagerungen,m,"Konglomerat, Kalkstein, Dolomitstein, Sandstein","^c,^k,^d,^s",Klastische Randfazies,6030.170605,2635298.016,"Permian, Upper (Zechstein)","Permian, Upper (Zechstein)","Permian, Upper (Zechstein)"
286,Polygon,10854,4373539.54,11763.46877,685,dv,"Devon, Mitteldevon, Givet",dv,marine Ablagerungen,m,"Tonschiefer, Sandstein","^tsf,^s", ,18740.16276,11104585.71,"Devonian, Middle","Devonian, Middle","Devonian, Middle"
287,Polygon,10855,1639761.824,5106.781784,519,tol,"TertiÑr, OligozÑn ungegliedert",tol, , ,"Ton, Schluff, Sand, Kies; Brankohle", , ,8141.405824,4165989.136,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
288,Polygon,10859,1250231.176,4989.157508,824,/+Sp,PrÑkambrium bis Karbon,pr-cd,vulkanogen,vu,"Spilit, Basalt, Diabas","+SP,+B,+D",Spiligruppe: Kambrium bis Dinant,7951.058707,3175622.249,Precambrian,Precambrian,Paleozoic igneous rocks
289,Polygon,10864,4372375.526,9140.513412,653,z,"Perm, Zechstein",z,marine Ablagerungen,m,"Konglomerat, Kalkstein, Dolomitstein, Sandstein","^c,^k,^d,^s",Klastische Randfazies,14572.01446,11099193.84,"Permian, Upper (Zechstein)","Permian, Upper (Zechstein)","Permian, Upper (Zechstein)"
290,Polygon,10866,2221509.77,8173.737168,591,k,"Trias, Keuper",k, , ,"Tonstein, Sandstein, Quarzit, Dolomit","^t,^s,^q,^d", ,13030.9366,5641467.994,"Triassic, Middle to Upper (Keuper)","Triassic, Middle to Upper (Keuper)","Triassic, Middle to Upper (Keuper)"
291,Polygon,10867,412960.8484,3290.552786,609,so,"Trias, Oberer Buntsandstein, Roet",so,marine Ablagerungen,m,"roter Tonstein, mergelig, mit Salinarfolge: Steinsalz, Anhydrit; Mergel, Quarzit, Plattensandstein","^t(ro,m),mmSF(^na,^ah),^m,^q,^s(pg)", ,5248.330643,1049183.248,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
292,Polygon,10870,2309128.971,6438.147892,612,sm,"Trias, Mittlerer Buntsandstein",sm,limnisch - fluviatile bis brackische Ablagerungen,"l-f,br","Sandstein, Siltstein, Tonstein","^s,^u,^t", ,10260.56644,5864337.539,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
293,Polygon,10882,1499006.818,8288.416177,609,so,"Trias, Oberer Buntsandstein, Roet",so,marine Ablagerungen,m,"roter Tonstein, mergelig, mit Salinarfolge: Steinsalz, Anhydrit; Mergel, Quarzit, Plattensandstein","^t(ro,m),mmSF(^na,^ah),^m,^q,^s(pg)", ,13218.0436,3805630.8,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
294,Polygon,10883,3743811.6,11397.07984,602,m,"Trias, Muschelkalk",m,marine Ablagerungen,m,"Kalkstein, Mergelstein, Dolomitstein, Tonstein","^k,^m,^d,^t", ,18152.58338,9506106.354,"Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)"
295,Polygon,10885,1979025.428,6297.11875,681,do,"Devon, Oberdevon",do,marine Ablagerungen,m,"Tonschiefer, Sandstein, Grauwacke, Quarzit, Kalkstein","^tsf,^s,^g,^q,^k",vgl.671,10031.36136,5025164.853,"Devonian, Upper","Devonian, Upper","Devonian, Upper"
296,Polygon,10889,1919085.103,6146.02329,681,do,"Devon, Oberdevon",do,marine Ablagerungen,m,"Tonschiefer, Sandstein, Grauwacke, Quarzit, Kalkstein","^tsf,^s,^g,^q,^k",vgl.671,9792.145078,4873000.944,"Devonian, Upper","Devonian, Upper","Devonian, Upper"
297,Polygon,10898,10719296.79,19192.98875,670,cd,"Karbon, Unterkarbon",cd,marin,m,"Grauwacke, Tonschiefer, Plattenkalk, Kieselkalk, Kieselschiefer, Alaunschiefer","^g,^tsf,^kpl,^ik,^ti,^tal",Kulmfazies,30572.35755,27184207.36,"Carboniferous, Lower",Carboniferous,Carboniferous
298,Polygon,10903,573565.9472,3685.116818,609,so,"Trias, Oberer Buntsandstein, Roet",so,marine Ablagerungen,m,"roter Tonstein, mergelig, mit Salinarfolge: Steinsalz, Anhydrit; Mergel, Quarzit, Plattensandstein","^t(ro,m),mmSF(^na,^ah),^m,^q,^s(pg)", ,5867.067355,1456482.521,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
299,Polygon,10906,1449158.196,4972.020789,519,tol,"TertiÑr, OligozÑn ungegliedert",tol, , ,"Ton, Schluff, Sand, Kies; Brankohle", , ,7920.858501,3679224.109,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
300,Polygon,10908,1599020.674,6167.699245,824,/+Sp,PrÑkambrium bis Karbon,pr-cd,vulkanogen,vu,"Spilit, Basalt, Diabas","+SP,+B,+D",Spiligruppe: Kambrium bis Dinant,9825.365744,4058439.478,Precambrian,Precambrian,Paleozoic igneous rocks
301,Polygon,10910,15121096.5,19920.83984,94,//Lo,Weichsel-(WÅrm-)Kaltzeit,"qw,qW","Lî· (Ñolisch), Lî·lehm","Lo(a),Lol","Schluff; feinsandig, tonig, z.T. nach unten zunehmend kalkhaltig","U;fS,t,unz(k)","Lî·, Lî·lehm u.a. Lî·derivate, oft Åber Ñlteren Lîssen",31715.90821,38348680.59,Pleistocene,Pleistocene,Pleistocene
302,Polygon,10912,5816942.54,13001.66143,654,z,"Perm, Zechstein",z,marine Ablagerung,m,"Kalkstein, Dolomitstein, Tonstein","^k,^d,^t",Karbonatisch-tonige Randfazies,20711.91611,14757652.95,"Permian, Upper (Zechstein)","Permian, Upper (Zechstein)","Permian, Upper (Zechstein)"
303,Polygon,10917,1097585.242,4517.396544,685,dv,"Devon, Mitteldevon, Givet",dv,marine Ablagerungen,m,"Tonschiefer, Sandstein","^tsf,^s", ,7200.178047,2785593.29,"Devonian, Middle","Devonian, Middle","Devonian, Middle"
304,Polygon,10920,1732770.114,7898.69586,609,so,"Trias, Oberer Buntsandstein, Roet",so,marine Ablagerungen,m,"roter Tonstein, mergelig, mit Salinarfolge: Steinsalz, Anhydrit; Mergel, Quarzit, Plattensandstein","^t(ro,m),mmSF(^na,^ah),^m,^q,^s(pg)", ,12580.59293,4398527.876,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
305,Polygon,10925,5393911.902,11703.95877,653,z,"Perm, Zechstein",z,marine Ablagerungen,m,"Konglomerat, Kalkstein, Dolomitstein, Sandstein","^c,^k,^d,^s",Klastische Randfazies,18648.01694,13672512.47,"Permian, Upper (Zechstein)","Permian, Upper (Zechstein)","Permian, Upper (Zechstein)"
306,Polygon,10926,1412669.814,5484.990037,519,tol,"TertiÑr, OligozÑn ungegliedert",tol, , ,"Ton, Schluff, Sand, Kies; Brankohle", , ,8734.79231,3585418.475,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
307,Polygon,10932,3257355.787,9039.874694,685,dv,"Devon, Mitteldevon, Givet",dv,marine Ablagerungen,m,"Tonschiefer, Sandstein","^tsf,^s", ,14398.14845,8262127.782,"Devonian, Middle","Devonian, Middle","Devonian, Middle"
308,Polygon,10934,438367.9008,3074.518049,602,m,"Trias, Muschelkalk",m,marine Ablagerungen,m,"Kalkstein, Mergelstein, Dolomitstein, Tonstein","^k,^m,^d,^t", ,4899.623958,1112407.032,"Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)"
309,Polygon,10935,7524826.021,19173.15907,681,do,"Devon, Oberdevon",do,marine Ablagerungen,m,"Tonschiefer, Sandstein, Grauwacke, Quarzit, Kalkstein","^tsf,^s,^g,^q,^k",vgl.671,30536.22544,19069501.6,"Devonian, Upper","Devonian, Upper","Devonian, Upper"
310,Polygon,10941,28723552.98,32039.40059,602,m,"Trias, Muschelkalk",m,marine Ablagerungen,m,"Kalkstein, Mergelstein, Dolomitstein, Tonstein","^k,^m,^d,^t", ,51002.78305,72840163.53,"Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)"
311,Polygon,10943,9687075.719,21218.50042,519,tol,"TertiÑr, OligozÑn ungegliedert",tol, , ,"Ton, Schluff, Sand, Kies; Brankohle", , ,33790.75726,24544611.59,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
312,Polygon,10944,4207389.079,8248.133099,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",13137.21414,10674150.99,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
313,Polygon,10947,2796427.126,7768.889109,615,su,"Trias, Unterer Buntsandstein",su,limnisch - fluviatile bis brackische Ablagerungen, ,"feinkîrniger Sandstein, Tonstein, Konglomerat","^s(kgf),^t,^c", ,12373.51082,7095247.225,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
314,Polygon,10948,846017.6859,4123.972256,681,do,"Devon, Oberdevon",do,marine Ablagerungen,m,"Tonschiefer, Sandstein, Grauwacke, Quarzit, Kalkstein","^tsf,^s,^g,^q,^k",vgl.671,6572.563056,2146212.551,"Devonian, Upper","Devonian, Upper","Devonian, Upper"
315,Polygon,10950,2510623.535,6597.9779,506,tmi,"TertiÑr, MiozÑn, ungegliedert",tmi, , ,"Ton, Schluff, Sand, Kies, Braunkohle; Mergel, Kalk (Ries)", , ,10504.29477,6369913.397,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
316,Polygon,10953,3306181.072,7689.346971,681,do,"Devon, Oberdevon",do,marine Ablagerungen,m,"Tonschiefer, Sandstein, Grauwacke, Quarzit, Kalkstein","^tsf,^s,^g,^q,^k",vgl.671,12249.7263,8383607.995,"Devonian, Upper","Devonian, Upper","Devonian, Upper"
317,Polygon,10954,19662099.9,32800.48669,590,k,"Trias, Keuper",k, , ,"Ton-, Sand-, Mergelstein", , ,52184.11264,49825552.18,"Triassic, Middle to Upper (Keuper)","Triassic, Middle to Upper (Keuper)","Triassic, Middle to Upper (Keuper)"
318,Polygon,10961,2485860.632,6286.357873,653,z,"Perm, Zechstein",z,marine Ablagerungen,m,"Konglomerat, Kalkstein, Dolomitstein, Sandstein","^c,^k,^d,^s",Klastische Randfazies,10015.50831,6302268.584,"Permian, Upper (Zechstein)","Permian, Upper (Zechstein)","Permian, Upper (Zechstein)"
319,Polygon,10962,11660951.67,17537.71125,94,//Lo,Weichsel-(WÅrm-)Kaltzeit,"qw,qW","Lî· (Ñolisch), Lî·lehm","Lo(a),Lol","Schluff; feinsandig, tonig, z.T. nach unten zunehmend kalkhaltig","U;fS,t,unz(k)","Lî·, Lî·lehm u.a. Lî·derivate, oft Åber Ñlteren Lîssen",27920.51452,29563360.32,Pleistocene,Pleistocene,Pleistocene
320,Polygon,10977,920144.1515,4577.552648,685,dv,"Devon, Mitteldevon, Givet",dv,marine Ablagerungen,m,"Tonschiefer, Sandstein","^tsf,^s", ,7288.126818,2332724.054,"Devonian, Middle","Devonian, Middle","Devonian, Middle"
321,Polygon,10987,7220001.447,19376.74436,824,/+Sp,PrÑkambrium bis Karbon,pr-cd,vulkanogen,vu,"Spilit, Basalt, Diabas","+SP,+B,+D",Spiligruppe: Kambrium bis Dinant,30842.95863,18293446.47,Precambrian,Precambrian,Paleozoic igneous rocks
322,Polygon,10989,1209253.547,4890.442533,681,do,"Devon, Oberdevon",do,marine Ablagerungen,m,"Tonschiefer, Sandstein, Grauwacke, Quarzit, Kalkstein","^tsf,^s,^g,^q,^k",vgl.671,7786.715111,3065052.52,"Devonian, Upper","Devonian, Upper","Devonian, Upper"
323,Polygon,10993,5467757.34,16188.48258,216,qs//f,Saale-(Ri·-)Kaltzeit,"qs,qR",fluviatil,f,"Sand, Kies","S,G",Mittelterasse in Norddeutschland,25755.19991,13858124.72,Pleistocene,Pleistocene,Pleistocene
324,Polygon,11001,2279918.295,7771.86755,615,su,"Trias, Unterer Buntsandstein",su,limnisch - fluviatile bis brackische Ablagerungen, ,"feinkîrniger Sandstein, Tonstein, Konglomerat","^s(kgf),^t,^c", ,12373.3744,5776774.461,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
325,Polygon,11003,5878096.53,12500.36717,615,su,"Trias, Unterer Buntsandstein",su,limnisch - fluviatile bis brackische Ablagerungen, ,"feinkîrniger Sandstein, Tonstein, Konglomerat","^s(kgf),^t,^c", ,19904.59978,14886017.24,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
326,Polygon,11006,8062702.441,13662.13924,670,cd,"Karbon, Unterkarbon",cd,marin,m,"Grauwacke, Tonschiefer, Plattenkalk, Kieselkalk, Kieselschiefer, Alaunschiefer","^g,^tsf,^kpl,^ik,^ti,^tal",Kulmfazies,21738.35483,20422015.21,"Carboniferous, Lower",Carboniferous,Carboniferous
327,Polygon,11007,2556765.62,5887.373398,506,tmi,"TertiÑr, MiozÑn, ungegliedert",tmi, , ,"Ton, Schluff, Sand, Kies, Braunkohle; Mergel, Kalk (Ries)", , ,9372.343272,6478834.681,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
328,Polygon,11008,582217.8404,3339.065713,609,so,"Trias, Oberer Buntsandstein, Roet",so,marine Ablagerungen,m,"roter Tonstein, mergelig, mit Salinarfolge: Steinsalz, Anhydrit; Mergel, Quarzit, Plattensandstein","^t(ro,m),mmSF(^na,^ah),^m,^q,^s(pg)", ,5311.692199,1475669.103,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
329,Polygon,11012,1441967.721,5890.305583,598,ku,"Trias, Unterer Keuper",ku,limnisch - fluviatile bis brackische Ablagerungen,"l-f,br","Tonstein, Mergelstein mit Lagen von Sandstein, Dolomit und Kalkstein","^t,^m,lag(^s,^d,^k)", ,9375.34858,3654215.923,"Triassic, Middle to Upper (Keuper)","Triassic, Middle to Upper (Keuper)","Triassic, Middle to Upper (Keuper)"
330,Polygon,11013,2803899.31,8181.900209,670,cd,"Karbon, Unterkarbon",cd,marin,m,"Grauwacke, Tonschiefer, Plattenkalk, Kieselkalk, Kieselschiefer, Alaunschiefer","^g,^tsf,^kpl,^ik,^ti,^tal",Kulmfazies,13019.90883,7101940.061,"Carboniferous, Lower",Carboniferous,Carboniferous
331,Polygon,11015,4938096.781,11842.24173,519,tol,"TertiÑr, OligozÑn ungegliedert",tol, , ,"Ton, Schluff, Sand, Kies; Brankohle", , ,18853.51443,12504879.66,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
332,Polygon,11024,2876023.218,7409.301175,690,de,"Devon, Mitteldevon, Eifel, Wissenbacher Schiefer",deWI,marine Ablagerungen,m, , , ,11792.05975,7283790.326,"Devonian, Middle","Devonian, Middle","Devonian, Middle"
333,Polygon,11026,7347348.93,16693.89018,444,qp//f,"PleistozÑn, ungegliedert",qp,fluviatil,f,"Sand, Kies","S,G", ,26554.93805,18604097.67,Pleistocene,Pleistocene,Pleistocene
334,Polygon,11028,4310802.215,11440.40542,506,tmi,"TertiÑr, MiozÑn, ungegliedert",tmi, , ,"Ton, Schluff, Sand, Kies, Braunkohle; Mergel, Kalk (Ries)", , ,18204.71762,10916848.8,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
335,Polygon,11034,651880.1828,3759.456301,654,z,"Perm, Zechstein",z,marine Ablagerung,m,"Kalkstein, Dolomitstein, Tonstein","^k,^d,^t",Karbonatisch-tonige Randfazies,5987.32189,1650839.824,"Permian, Upper (Zechstein)","Permian, Upper (Zechstein)","Permian, Upper (Zechstein)"
336,Polygon,11038,1051562.72,4318.48861,653,z,"Perm, Zechstein",z,marine Ablagerungen,m,"Konglomerat, Kalkstein, Dolomitstein, Sandstein","^c,^k,^d,^s",Klastische Randfazies,6868.160327,2662379.075,"Permian, Upper (Zechstein)","Permian, Upper (Zechstein)","Permian, Upper (Zechstein)"
337,Polygon,11039,1017159.811,5336.496562,609,so,"Trias, Oberer Buntsandstein, Roet",so,marine Ablagerungen,m,"roter Tonstein, mergelig, mit Salinarfolge: Steinsalz, Anhydrit; Mergel, Quarzit, Plattensandstein","^t(ro,m),mmSF(^na,^ah),^m,^q,^s(pg)", ,8487.03864,2576552.038,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
338,Polygon,11042,1490166.55,6365.895871,519,tol,"TertiÑr, OligozÑn ungegliedert",tol, , ,"Ton, Schluff, Sand, Kies; Brankohle", , ,10122.26553,3774008.675,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
339,Polygon,11048,1041973.012,4531.955553,824,/+Sp,PrÑkambrium bis Karbon,pr-cd,vulkanogen,vu,"Spilit, Basalt, Diabas","+SP,+B,+D",Spiligruppe: Kambrium bis Dinant,7211.116094,2637847.132,Precambrian,Precambrian,Paleozoic igneous rocks
340,Polygon,11050,1507729.963,6768.953786,585,ju,"Jura, Unterer Jura (Lias)",ju,marine Ablagerungen,m,"Ton, Tonmergelstein, Kalkstein, Sandstein; ôlschiefer","^t,^mt,^k,^s,^bit", ,10763.00314,3817909.839,"Jurassic, Lower","Jurassic, Lower","Jurassic, Lower"
341,Polygon,11053,11465128.58,21480.75816,670,cd,"Karbon, Unterkarbon",cd,marin,m,"Grauwacke, Tonschiefer, Plattenkalk, Kieselkalk, Kieselschiefer, Alaunschiefer","^g,^tsf,^kpl,^ik,^ti,^tal",Kulmfazies,34168.70118,29001024.67,"Carboniferous, Lower",Carboniferous,Carboniferous
342,Polygon,11057,1563928.007,5021.76921,602,m,"Trias, Muschelkalk",m,marine Ablagerungen,m,"Kalkstein, Mergelstein, Dolomitstein, Tonstein","^k,^m,^d,^t", ,7991.990467,3958681.567,"Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)"
343,Polygon,11058,1366996.685,4712.600399,824,/+Sp,PrÑkambrium bis Karbon,pr-cd,vulkanogen,vu,"Spilit, Basalt, Diabas","+SP,+B,+D",Spiligruppe: Kambrium bis Dinant,7495.842608,3459616.278,Precambrian,Precambrian,Paleozoic igneous rocks
344,Polygon,11059,670832.4025,3423.263059,670,cd,"Karbon, Unterkarbon",cd,marin,m,"Grauwacke, Tonschiefer, Plattenkalk, Kieselkalk, Kieselschiefer, Alaunschiefer","^g,^tsf,^kpl,^ik,^ti,^tal",Kulmfazies,5446.024954,1697817.074,"Carboniferous, Lower",Carboniferous,Carboniferous
345,Polygon,11062,753625.858,4509.102613,602,m,"Trias, Muschelkalk",m,marine Ablagerungen,m,"Kalkstein, Mergelstein, Dolomitstein, Tonstein","^k,^m,^d,^t", ,7171.218723,1907630.696,"Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)"
346,Polygon,11064,459255.9262,3507.345897,591,k,"Trias, Keuper",k, , ,"Tonstein, Sandstein, Quarzit, Dolomit","^t,^s,^q,^d", ,5576.589067,1162491.873,"Triassic, Middle to Upper (Keuper)","Triassic, Middle to Upper (Keuper)","Triassic, Middle to Upper (Keuper)"
347,Polygon,11066,1669650.485,7419.723322,609,so,"Trias, Oberer Buntsandstein, Roet",so,marine Ablagerungen,m,"roter Tonstein, mergelig, mit Salinarfolge: Steinsalz, Anhydrit; Mergel, Quarzit, Plattensandstein","^t(ro,m),mmSF(^na,^ah),^m,^q,^s(pg)", ,11807.63203,4224607.226,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
348,Polygon,11069,3020759.889,9547.924217,590,k,"Trias, Keuper",k, , ,"Ton-, Sand-, Mergelstein", , ,15184.14492,7644554.97,"Triassic, Middle to Upper (Keuper)","Triassic, Middle to Upper (Keuper)","Triassic, Middle to Upper (Keuper)"
349,Polygon,11070,1423872.661,4727.065407,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",7523.748034,3603049.611,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
350,Polygon,11072,3695516.103,13323.24929,598,ku,"Trias, Unterer Keuper",ku,limnisch - fluviatile bis brackische Ablagerungen,"l-f,br","Tonstein, Mergelstein mit Lagen von Sandstein, Dolomit und Kalkstein","^t,^m,lag(^s,^d,^k)", ,21178.16024,9350989.462,"Triassic, Middle to Upper (Keuper)","Triassic, Middle to Upper (Keuper)","Triassic, Middle to Upper (Keuper)"
